# Crystal Eye Ground Track  |  i=5  |  h=550 km
# Inizio missione: 2031-01-01 00:00:00 UTC
# Passo temporale: 8 s  |  Durata: 95.65 min (1 orbita)
#
# Colonne:
#   UTC_datetime       : timestamp ISO 8601
#   X_ECI_km           : posizione ECI asse X (km)
#   Y_ECI_km           : posizione ECI asse Y (km)
#   Z_ECI_km           : posizione ECI asse Z (km)
#   X_ECEF_km          : posizione ECEF asse X (km)
#   Y_ECEF_km          : posizione ECEF asse Y (km)
#   Z_ECEF_km          : posizione ECEF asse Z (km)
#   lat_deg            : latitudine geocentrica (gradi)
#   lon_deg            : longitudine (gradi)
#   alt_km             : altitudine sul geoide (km)
#
UTC_datetime              X_ECI_km      Y_ECI_km      Z_ECI_km     X_ECEF_km     Y_ECEF_km     Z_ECEF_km     lat_deg     lon_deg      alt_km
2031-01-01T00:22:24     -6866.3085      700.9712      600.8467    -6764.7693     1369.4702      600.8467      4.9753    168.5556    550.0000
2031-01-01T00:22:32     -6872.1545      640.6581      601.3481    -6775.7235     1313.9716      601.3481      4.9794    169.0252    550.0000
2031-01-01T00:22:40     -6877.4747      580.2961      601.8035    -6786.2264     1258.3854      601.8035      4.9832    169.4948    550.0000
2031-01-01T00:22:48     -6882.2688      519.8896      602.2126    -6796.2773     1202.7154      602.2126      4.9866    169.9645    550.0000
2031-01-01T00:22:56     -6886.5364      459.4433      602.5756    -6805.8756     1146.9652      602.5756      4.9896    170.4341    550.0000
2031-01-01T00:23:04     -6890.2772      398.9620      602.8924    -6815.0207     1091.1386      602.8924      4.9923    170.9037    550.0000
2031-01-01T00:23:12     -6893.4908      338.4500      603.1629    -6823.7119     1035.2393      603.1629      4.9945    171.3733    550.0000
2031-01-01T00:23:20     -6896.1771      277.9122      603.3871    -6831.9486      979.2710      603.3871      4.9964    171.8430    550.0000
2031-01-01T00:23:28     -6898.3358      217.3532      603.5650    -6839.7304      923.2375      603.5650      4.9979    172.3126    550.0000
2031-01-01T00:23:36     -6899.9667      156.7775      603.6967    -6847.0566      867.1424      603.6967      4.9989    172.7822    550.0000
2031-01-01T00:23:44     -6901.0698       96.1898      603.7820    -6853.9268      810.9897      603.7820      4.9997    173.2519    550.0000
2031-01-01T00:23:52     -6901.6449       35.5947      603.8210    -6860.3406      754.7829      603.8210      5.0000    173.7215    550.0000
2031-01-01T00:24:00     -6901.6921      -25.0030      603.8137    -6866.2974      698.5258      603.8137      4.9999    174.1911    550.0000
2031-01-01T00:24:08     -6901.2112      -85.5989      603.7600    -6871.7970      642.2222      603.7600      4.9995    174.6608    550.0000
2031-01-01T00:24:16     -6900.2024     -146.1882      603.6601    -6876.8389      585.8759      603.6601      4.9986    175.1304    550.0000
2031-01-01T00:24:24     -6898.6657     -206.7663      603.5138    -6881.4229      529.4905      603.5138      4.9974    175.6001    550.0000
2031-01-01T00:24:32     -6896.6012     -267.3286      603.3213    -6885.5485      473.0699      603.3213      4.9958    176.0697    550.0000
2031-01-01T00:24:40     -6894.0091     -327.8705      603.0824    -6889.2155      416.6178      603.0824      4.9938    176.5393    550.0000
2031-01-01T00:24:48     -6890.8897     -388.3873      602.7973    -6892.4238      360.1380      602.7973      4.9915    177.0089    550.0000
2031-01-01T00:24:56     -6887.2430     -448.8743      602.4660    -6895.1730      303.6342      602.4660      4.9887    177.4786    550.0000
2031-01-01T00:25:04     -6883.0695     -509.3271      602.0884    -6897.4630      247.1103      602.0884      4.9856    177.9482    550.0000
2031-01-01T00:25:12     -6878.3693     -569.7408      601.6647    -6899.2936      190.5699      601.6647      4.9821    178.4178    550.0000
2031-01-01T00:25:20     -6873.1430     -630.1110      601.1947    -6900.6647      134.0169      601.1947      4.9782    178.8874    550.0000
2031-01-01T00:25:28     -6867.3908     -690.4329      600.6787    -6901.5763       77.4551      600.6787      4.9739    179.3570    550.0000
2031-01-01T00:25:36     -6861.1133     -750.7021      600.1166    -6902.0282       20.8881      600.1166      4.9692    179.8266    550.0000
2031-01-01T00:25:44     -6854.3109     -810.9138      599.5085    -6902.0204      -35.6802      599.5085      4.9642   -179.7038    550.0000
2031-01-01T00:25:52     -6846.9841     -871.0634      598.8543    -6901.5530      -92.2461      598.8543      4.9587   -179.2342    550.0000
2031-01-01T00:26:00     -6839.1335     -931.1465      598.1542    -6900.6259     -148.8058      598.1542      4.9529   -178.7647    550.0000
2031-01-01T00:26:08     -6830.7597     -991.1583      597.4083    -6899.2392     -205.3554      597.4083      4.9467   -178.2951    550.0000
2031-01-01T00:26:16     -6821.8633    -1051.0942      596.6165    -6897.3931     -261.8913      596.6165      4.9402   -177.8255    550.0000
2031-01-01T00:26:24     -6812.4451    -1110.9498      595.7789    -6895.0876     -318.4097      595.7789      4.9332   -177.3560    550.0000
2031-01-01T00:26:32     -6802.5056    -1170.7203      594.8957    -6892.3228     -374.9068      594.8957      4.9259   -176.8865    550.0000
2031-01-01T00:26:40     -6792.0458    -1230.4013      593.9667    -6889.0990     -431.3789      593.9667      4.9182   -176.4170    550.0000
2031-01-01T00:26:48     -6781.0663    -1289.9882      592.9923    -6885.4164     -487.8221      592.9923      4.9101   -175.9474    550.0000
2031-01-01T00:26:56     -6769.5681    -1349.4764      591.9723    -6881.2753     -544.2327      591.9723      4.9016   -175.4780    550.0000
2031-01-01T00:27:04     -6757.5520    -1408.8613      590.9069    -6876.6758     -600.6069      590.9069      4.8928   -175.0085    550.0000
2031-01-01T00:27:12     -6745.0189    -1468.1384      589.7962    -6871.6183     -656.9411      589.7962      4.8836   -174.5390    550.0000
2031-01-01T00:27:20     -6731.9698    -1527.3033      588.6403    -6866.1032     -713.2314      588.6403      4.8740   -174.0695    550.0000
2031-01-01T00:27:28     -6718.4057    -1586.3513      587.4392    -6860.1308     -769.4740      587.4392      4.8640   -173.6001    550.0000
2031-01-01T00:27:36     -6704.3276    -1645.2779      586.1930    -6853.7015     -825.6653      586.1930      4.8537   -173.1307    550.0000
2031-01-01T00:27:44     -6689.7366    -1704.0786      584.9019    -6846.8157     -881.8015      584.9019      4.8429   -172.6613    550.0000
2031-01-01T00:27:52     -6674.6338    -1762.7490      583.5659    -6839.4739     -937.8788      583.5659      4.8318   -172.1919    550.0000
2031-01-01T00:28:00     -6659.0204    -1821.2845      582.1851    -6831.6767     -993.8935      582.1851      4.8204   -171.7225    550.0000
2031-01-01T00:28:08     -6642.8976    -1879.6807      580.7597    -6823.4244    -1049.8418      580.7597      4.8086   -171.2531    550.0000
2031-01-01T00:28:16     -6626.2665    -1937.9331      579.2897    -6814.7176    -1105.7201      579.2897      4.7964   -170.7838    550.0000
2031-01-01T00:28:24     -6609.1286    -1996.0372      577.7752    -6805.5570    -1161.5246      577.7752      4.7838   -170.3145    550.0000
2031-01-01T00:28:32     -6591.4850    -2053.9886      576.2165    -6795.9431    -1217.2516      576.2165      4.7709   -169.8452    550.0000
2031-01-01T00:28:40     -6573.3372    -2111.7829      574.6135    -6785.8766    -1272.8974      574.6135      4.7576   -169.3759    550.0000
2031-01-01T00:28:48     -6554.6865    -2169.4156      572.9665    -6775.3581    -1328.4582      572.9665      4.7439   -168.9066    550.0000
2031-01-01T00:28:56     -6535.5343    -2226.8824      571.2755    -6764.3884    -1383.9304      571.2755      4.7299   -168.4374    550.0000
2031-01-01T00:29:04     -6515.8822    -2284.1788      569.5407    -6752.9682    -1439.3102      569.5407      4.7155   -167.9682    550.0000
2031-01-01T00:29:12     -6495.7315    -2341.3004      567.7622    -6741.0982    -1494.5940      567.7622      4.7007   -167.4990    550.0000
2031-01-01T00:29:20     -6475.0840    -2398.2429      565.9401    -6728.7792    -1549.7780      565.9401      4.6856   -167.0298    550.0000
2031-01-01T00:29:28     -6453.9410    -2455.0020      564.0746    -6716.0121    -1604.8587      564.0746      4.6701   -166.5606    550.0000
2031-01-01T00:29:36     -6432.3043    -2511.5732      562.1659    -6702.7976    -1659.8322      562.1659      4.6543   -166.0915    550.0000
2031-01-01T00:29:44     -6410.1756    -2567.9523      560.2140    -6689.1368    -1714.6951      560.2140      4.6381   -165.6224    550.0000
2031-01-01T00:29:52     -6387.5564    -2624.1349      558.2192    -6675.0304    -1769.4435      558.2192      4.6215   -165.1533    550.0000
2031-01-01T00:30:00     -6364.4486    -2680.1168      556.1815    -6660.4794    -1824.0739      556.1815      4.6046   -164.6842    550.0000
2031-01-01T00:30:08     -6340.8539    -2735.8936      554.1012    -6645.4849    -1878.5826      554.1012      4.5873   -164.2152    550.0000
2031-01-01T00:30:16     -6316.7741    -2791.4611      551.9783    -6630.0477    -1932.9659      551.9783      4.5697   -163.7462    550.0000
2031-01-01T00:30:24     -6292.2110    -2846.8150      549.8131    -6614.1689    -1987.2204      549.8131      4.5518   -163.2772    550.0000
2031-01-01T00:30:32     -6267.1666    -2901.9512      547.6057    -6597.8496    -2041.3422      547.6057      4.5335   -162.8082    550.0000
2031-01-01T00:30:40     -6241.6427    -2956.8653      545.3564    -6581.0909    -2095.3278      545.3564      4.5148   -162.3392    550.0000
2031-01-01T00:30:48     -6215.6413    -3011.5533      543.0652    -6563.8938    -2149.1737      543.0652      4.4958   -161.8703    550.0000
2031-01-01T00:30:56     -6189.1644    -3066.0108      540.7323    -6546.2596    -2202.8762      540.7323      4.4764   -161.4014    550.0000
2031-01-01T00:31:04     -6162.2140    -3120.2338      538.3579    -6528.1893    -2256.4318      538.3579      4.4567   -160.9326    550.0000
2031-01-01T00:31:12     -6134.7922    -3174.2181      535.9423    -6509.6843    -2309.8368      535.9423      4.4367   -160.4637    550.0000
2031-01-01T00:31:20     -6106.9010    -3227.9595      533.4855    -6490.7457    -2363.0877      533.4855      4.4163   -159.9949    550.0000
2031-01-01T00:31:28     -6078.5427    -3281.4540      530.9878    -6471.3747    -2416.1810      530.9878      4.3956   -159.5262    550.0000
2031-01-01T00:31:36     -6049.7193    -3334.6974      528.4494    -6451.5728    -2469.1132      528.4494      4.3746   -159.0574    550.0000
2031-01-01T00:31:44     -6020.4332    -3387.6857      525.8704    -6431.3411    -2521.8806      525.8704      4.3532   -158.5887    550.0000
2031-01-01T00:31:52     -5990.6864    -3440.4148      523.2511    -6410.6811    -2574.4798      523.2511      4.3314   -158.1200    550.0000
2031-01-01T00:32:00     -5960.4814    -3492.8808      520.5916    -6389.5941    -2626.9073      520.5916      4.3094   -157.6513    550.0000
2031-01-01T00:32:08     -5929.8203    -3545.0795      517.8922    -6368.0815    -2679.1595      517.8922      4.2870   -157.1827    550.0000
2031-01-01T00:32:16     -5898.7056    -3597.0070      515.1531    -6346.1447    -2731.2331      515.1531      4.2643   -156.7141    550.0000
2031-01-01T00:32:24     -5867.1396    -3648.6593      512.3745    -6323.7853    -2783.1244      512.3745      4.2412   -156.2455    550.0000
2031-01-01T00:32:32     -5835.1248    -3700.0325      509.5565    -6301.0047    -2834.8301      509.5565      4.2179   -155.7770    550.0000
2031-01-01T00:32:40     -5802.6636    -3751.1226      506.6995    -6277.8044    -2886.3468      506.6995      4.1942   -155.3084    550.0000
2031-01-01T00:32:48     -5769.7585    -3801.9257      503.8036    -6254.1859    -2937.6709      503.8036      4.1702   -154.8400    550.0000
2031-01-01T00:32:56     -5736.4119    -3852.4380      500.8691    -6230.1509    -2988.7990      500.8691      4.1458   -154.3715    550.0000
2031-01-01T00:33:04     -5702.6265    -3902.6555      497.8961    -6205.7009    -3039.7278      497.8961      4.1212   -153.9031    550.0000
2031-01-01T00:33:12     -5668.4049    -3952.5745      494.8849    -6180.8376    -3090.4539      494.8849      4.0962   -153.4347    550.0000
2031-01-01T00:33:20     -5633.7496    -4002.1910      491.8358    -6155.5626    -3140.9738      491.8358      4.0709   -152.9663    550.0000
2031-01-01T00:33:28     -5598.6633    -4051.5014      488.7489    -6129.8776    -3191.2842      488.7489      4.0453   -152.4980    550.0000
2031-01-01T00:33:36     -5563.1486    -4100.5019      485.6245    -6103.7843    -3241.3818      485.6245      4.0194   -152.0297    550.0000
2031-01-01T00:33:44     -5527.2084    -4149.1886      482.4629    -6077.2844    -3291.2631      482.4629      3.9932   -151.5614    550.0000
2031-01-01T00:33:52     -5490.8454    -4197.5579      479.2643    -6050.3798    -3340.9250      479.2643      3.9667   -151.0932    550.0000
2031-01-01T00:34:00     -5454.0623    -4245.6061      476.0289    -6023.0722    -3390.3640      476.0289      3.9399   -150.6250    550.0000
2031-01-01T00:34:08     -5416.8619    -4293.3294      472.7570    -5995.3633    -3439.5769      472.7570      3.9128   -150.1568    550.0000
2031-01-01T00:34:16     -5379.2471    -4340.7243      469.4488    -5967.2552    -3488.5603      469.4488      3.8853   -149.6887    550.0000
2031-01-01T00:34:24     -5341.2208    -4387.7872      466.1046    -5938.7495    -3537.3111      466.1046      3.8576   -149.2206    550.0000
2031-01-01T00:34:32     -5302.7859    -4434.5143      462.7247    -5909.8484    -3585.8260      462.7247      3.8296   -148.7525    550.0000
2031-01-01T00:34:40     -5263.9453    -4480.9022      459.3093    -5880.5535    -3634.1017      459.3093      3.8013   -148.2845    550.0000
2031-01-01T00:34:48     -5224.7020    -4526.9473      455.8586    -5850.8670    -3682.1350      455.8586      3.7727   -147.8165    550.0000
2031-01-01T00:34:56     -5185.0590    -4572.6460      452.3729    -5820.7907    -3729.9227      452.3729      3.7438   -147.3485    550.0000
2031-01-01T00:35:04     -5145.0193    -4617.9949      448.8526    -5790.3268    -3777.4617      448.8526      3.7146   -146.8806    550.0000
2031-01-01T00:35:12     -5104.5861    -4662.9905      445.2978    -5759.4771    -3824.7487      445.2978      3.6852   -146.4127    550.0000
2031-01-01T00:35:20     -5063.7623    -4707.6294      441.7088    -5728.2438    -3871.7807      441.7088      3.6554   -145.9448    550.0000
2031-01-01T00:35:28     -5022.5511    -4751.9081      438.0860    -5696.6290    -3918.5544      438.0860      3.6254   -145.4770    550.0000
2031-01-01T00:35:36     -4980.9557    -4795.8233      434.4296    -5664.6347    -3965.0667      434.4296      3.5951   -145.0092    550.0000
2031-01-01T00:35:44     -4938.9792    -4839.3716      430.7398    -5632.2631    -4011.3146      430.7398      3.5645   -144.5414    550.0000
2031-01-01T00:35:52     -4896.6249    -4882.5497      427.0170    -5599.5163    -4057.2950      427.0170      3.5337   -144.0737    550.0000
2031-01-01T00:36:00     -4853.8959    -4925.3542      423.2614    -5566.3966    -4103.0048      423.2614      3.5026   -143.6060    550.0000
2031-01-01T00:36:08     -4810.7957    -4967.7819      419.4734    -5532.9060    -4148.4410      419.4734      3.4712   -143.1383    550.0000
2031-01-01T00:36:16     -4767.3274    -5009.8295      415.6532    -5499.0470    -4193.6004      415.6532      3.4395   -142.6707    550.0000
2031-01-01T00:36:24     -4723.4943    -5051.4939      411.8011    -5464.8216    -4238.4802      411.8011      3.4076   -142.2031    550.0000
2031-01-01T00:36:32     -4679.3000    -5092.7718      407.9174    -5430.2322    -4283.0773      407.9174      3.3755   -141.7355    550.0000
2031-01-01T00:36:40     -4634.7476    -5133.6601      404.0024    -5395.2811    -4327.3888      404.0024      3.3430   -141.2680    550.0000
2031-01-01T00:36:48     -4589.8407    -5174.1557      400.0564    -5359.9706    -4371.4117      400.0564      3.3103   -140.8005    550.0000
2031-01-01T00:36:56     -4544.5826    -5214.2554      396.0798    -5324.3030    -4415.1430      396.0798      3.2774   -140.3330    550.0000
2031-01-01T00:37:04     -4498.9769    -5253.9562      392.0727    -5288.2808    -4458.5799      392.0727      3.2442   -139.8656    550.0000
2031-01-01T00:37:12     -4453.0270    -5293.2550      388.0356    -5251.9064    -4501.7194      388.0356      3.2108   -139.3982    550.0000
2031-01-01T00:37:20     -4406.7364    -5332.1489      383.9687    -5215.1821    -4544.5587      383.9687      3.1771   -138.9308    550.0000
2031-01-01T00:37:28     -4360.1087    -5370.6349      379.8723    -5178.1104    -4587.0949      379.8723      3.1431   -138.4635    550.0000
2031-01-01T00:37:36     -4313.1474    -5408.7099      375.7468    -5140.6938    -4629.3252      375.7468      3.1090   -137.9962    550.0000
2031-01-01T00:37:44     -4265.8562    -5446.3712      371.5925    -5102.9347    -4671.2467      371.5925      3.0746   -137.5289    550.0000
2031-01-01T00:37:52     -4218.2386    -5483.6159      367.4097    -5064.8357    -4712.8567      367.4097      3.0399   -137.0617    550.0000
2031-01-01T00:38:00     -4170.2983    -5520.4410      363.1987    -5026.3994    -4754.1525      363.1987      3.0051   -136.5944    550.0000
2031-01-01T00:38:08     -4122.0390    -5556.8437      358.9598    -4987.6282    -4795.1311      358.9598      2.9699   -136.1273    550.0000
2031-01-01T00:38:16     -4073.4643    -5592.8214      354.6934    -4948.5247    -4835.7900      354.6934      2.9346   -135.6601    550.0000
2031-01-01T00:38:24     -4024.5780    -5628.3711      350.3998    -4909.0916    -4876.1264      350.3998      2.8991   -135.1930    550.0000
2031-01-01T00:38:32     -3975.3838    -5663.4903      346.0793    -4869.3315    -4916.1376      346.0793      2.8633   -134.7259    550.0000
2031-01-01T00:38:40     -3925.8855    -5698.1762      341.7322    -4829.2471    -4955.8210      341.7322      2.8273   -134.2589    550.0000
2031-01-01T00:38:48     -3876.0868    -5732.4262      337.3590    -4788.8409    -4995.1738      337.3590      2.7911   -133.7919    550.0000
2031-01-01T00:38:56     -3825.9916    -5766.2376      332.9598    -4748.1157    -5034.1935      332.9598      2.7547   -133.3249    550.0000
2031-01-01T00:39:04     -3775.6037    -5799.6078      328.5351    -4707.0742    -5072.8775      328.5351      2.7180   -132.8579    550.0000
2031-01-01T00:39:12     -3724.9270    -5832.5344      324.0852    -4665.7192    -5111.2232      324.0852      2.6812   -132.3910    550.0000
2031-01-01T00:39:20     -3673.9653    -5865.0147      319.6105    -4624.0533    -5149.2280      319.6105      2.6441   -131.9241    550.0000
2031-01-01T00:39:28     -3622.7225    -5897.0464      315.1112    -4582.0794    -5186.8895      315.1112      2.6069   -131.4573    550.0000
2031-01-01T00:39:36     -3571.2026    -5928.6269      310.5878    -4539.8003    -5224.2050      310.5878      2.5694   -130.9904    550.0000
2031-01-01T00:39:44     -3519.4094    -5959.7539      306.0405    -4497.2187    -5261.1722      306.0405      2.5318   -130.5236    550.0000
2031-01-01T00:39:52     -3467.3471    -5990.4249      301.4697    -4454.3376    -5297.7885      301.4697      2.4940   -130.0569    550.0000
2031-01-01T00:40:00     -3415.0194    -6020.6376      296.8759    -4411.1597    -5334.0514      296.8759      2.4559   -129.5901    550.0000
2031-01-01T00:40:08     -3362.4305    -6050.3897      292.2592    -4367.6879    -5369.9587      292.2592      2.4177   -129.1234    550.0000
2031-01-01T00:40:16     -3309.5844    -6079.6789      287.6202    -4323.9251    -5405.5079      287.6202      2.3793   -128.6567    550.0000
2031-01-01T00:40:24     -3256.4851    -6108.5030      282.9590    -4279.8744    -5440.6966      282.9590      2.3407   -128.1900    550.0000
2031-01-01T00:40:32     -3203.1367    -6136.8597      278.2762    -4235.5384    -5475.5224      278.2762      2.3020   -127.7234    550.0000
2031-01-01T00:40:40     -3149.5432    -6164.7470      273.5720    -4190.9204    -5509.9832      273.5720      2.2630   -127.2568    550.0000
2031-01-01T00:40:48     -3095.7087    -6192.1627      268.8468    -4146.0231    -5544.0765      268.8468      2.2239   -126.7902    550.0000
2031-01-01T00:40:56     -3041.6374    -6219.1046      264.1010    -4100.8496    -5577.8000      264.1010      2.1847   -126.3237    550.0000
2031-01-01T00:41:04     -2987.3335    -6245.5707      259.3350    -4055.4029    -5611.1516      259.3350      2.1452   -125.8571    550.0000
2031-01-01T00:41:12     -2932.8010    -6271.5590      254.5490    -4009.6860    -5644.1290      254.5490      2.1056   -125.3906    550.0000
2031-01-01T00:41:20     -2878.0441    -6297.0676      249.7435    -3963.7020    -5676.7301      249.7435      2.0658   -124.9242    550.0000
2031-01-01T00:41:28     -2823.0670    -6322.0943      244.9189    -3917.4539    -5708.9525      244.9189      2.0259   -124.4577    550.0000
2031-01-01T00:41:36     -2767.8740    -6346.6374      240.0755    -3870.9448    -5740.7943      240.0755      1.9858   -123.9913    550.0000
2031-01-01T00:41:44     -2712.4693    -6370.6950      235.2136    -3824.1779    -5772.2533      235.2136      1.9456   -123.5249    550.0000
2031-01-01T00:41:52     -2656.8570    -6394.2652      230.3337    -3777.1561    -5803.3273      230.3337      1.9052   -123.0585    550.0000
2031-01-01T00:42:00     -2601.0414    -6417.3461      225.4362    -3729.8828    -5834.0143      225.4362      1.8647   -122.5922    550.0000
2031-01-01T00:42:08     -2545.0269    -6439.9362      220.5213    -3682.3609    -5864.3123      220.5213      1.8240   -122.1258    550.0000
2031-01-01T00:42:16     -2488.8177    -6462.0335      215.5895    -3634.5936    -5894.2192      215.5895      1.7832   -121.6595    550.0000
2031-01-01T00:42:24     -2432.4181    -6483.6365      210.6412    -3586.5842    -5923.7331      210.6412      1.7423   -121.1932    550.0000
2031-01-01T00:42:32     -2375.8323    -6504.7435      205.6768    -3538.3359    -5952.8519      205.6768      1.7012   -120.7270    550.0000
2031-01-01T00:42:40     -2319.0649    -6525.3528      200.6965    -3489.8518    -5981.5738      200.6965      1.6600   -120.2607    550.0000
2031-01-01T00:42:48     -2262.1200    -6545.4629      195.7009    -3441.1352    -6009.8968      195.7009      1.6187   -119.7945    550.0000
2031-01-01T00:42:56     -2205.0020    -6565.0722      190.6902    -3392.1893    -6037.8190      190.6902      1.5772   -119.3283    550.0000
2031-01-01T00:43:04     -2147.7154    -6584.1793      185.6649    -3343.0174    -6065.3386      185.6649      1.5356   -118.8621    550.0000
2031-01-01T00:43:12     -2090.2645    -6602.7826      180.6254    -3293.6227    -6092.4538      180.6254      1.4940   -118.3960    550.0000
2031-01-01T00:43:20     -2032.6536    -6620.8809      175.5720    -3244.0086    -6119.1627      175.5720      1.4521   -117.9298    550.0000
2031-01-01T00:43:28     -1974.8873    -6638.4726      170.5052    -3194.1784    -6145.4635      170.5052      1.4102   -117.4637    550.0000
2031-01-01T00:43:36     -1916.9698    -6655.5564      165.4252    -3144.1353    -6171.3546      165.4252      1.3682   -116.9976    550.0000
2031-01-01T00:43:44     -1858.9057    -6672.1310      160.3326    -3093.8827    -6196.8341      160.3326      1.3261   -116.5315    550.0000
2031-01-01T00:43:52     -1800.6994    -6688.1952      155.2277    -3043.4240    -6221.9004      155.2277      1.2838   -116.0654    550.0000
2031-01-01T00:44:00     -1742.3554    -6703.7478      150.1109    -2992.7625    -6246.5518      150.1109      1.2415   -115.5994    550.0000
2031-01-01T00:44:08     -1683.8780    -6718.7874      144.9825    -2941.9016    -6270.7866      144.9825      1.1991   -115.1333    550.0000
2031-01-01T00:44:16     -1625.2719    -6733.3131      139.8430    -2890.8446    -6294.6033      139.8430      1.1566   -114.6673    550.0000
2031-01-01T00:44:24     -1566.5413    -6747.3236      134.6928    -2839.5950    -6318.0003      134.6928      1.1140   -114.2013    550.0000
2031-01-01T00:44:32     -1507.6910    -6760.8179      129.5323    -2788.1562    -6340.9760      129.5323      1.0713   -113.7353    550.0000
2031-01-01T00:44:40     -1448.7253    -6773.7950      124.3619    -2736.5315    -6363.5288      124.3619      1.0285   -113.2693    550.0000
2031-01-01T00:44:48     -1389.6488    -6786.2539      119.1818    -2684.7246    -6385.6573      119.1818      0.9857   -112.8034    550.0000
2031-01-01T00:44:56     -1330.4659    -6798.1936      113.9927    -2632.7387    -6407.3600      113.9927      0.9428   -112.3374    550.0000
2031-01-01T00:45:04     -1271.1813    -6809.6132      108.7948    -2580.5773    -6428.6355      108.7948      0.8998   -111.8715    550.0000
2031-01-01T00:45:12     -1211.7994    -6820.5118      103.5886    -2528.2440    -6449.4822      103.5886      0.8567   -111.4055    550.0000
2031-01-01T00:45:20     -1152.3248    -6830.8886       98.3744    -2475.7422    -6469.8989       98.3744      0.8136   -110.9396    550.0000
2031-01-01T00:45:28     -1092.7621    -6840.7429       93.1526    -2423.0755    -6489.8842       93.1526      0.7704   -110.4737    550.0000
2031-01-01T00:45:36     -1033.1158    -6850.0738       87.9238    -2370.2472    -6509.4368       87.9238      0.7272   -110.0078    550.0000
2031-01-01T00:45:44      -973.3904    -6858.8806       82.6881    -2317.2610    -6528.5553       82.6881      0.6839   -109.5419    550.0000
2031-01-01T00:45:52      -913.5905    -6867.1627       77.4462    -2264.1203    -6547.2384       77.4462      0.6405   -109.0761    550.0000
2031-01-01T00:46:00      -853.7208    -6874.9195       72.1983    -2210.8287    -6565.4850       72.1983      0.5971   -108.6102    550.0000
2031-01-01T00:46:08      -793.7858    -6882.1503       66.9448    -2157.3898    -6583.2938       66.9448      0.5536   -108.1443    550.0000
2031-01-01T00:46:16      -733.7900    -6888.8545       61.6862    -2103.8071    -6600.6636       61.6862      0.5102   -107.6785    550.0000
2031-01-01T00:46:24      -673.7381    -6895.0318       56.4229    -2050.0842    -6617.5933       56.4229      0.4666   -107.2126    550.0000
2031-01-01T00:46:32      -613.6346    -6900.6815       51.1553    -1996.2246    -6634.0817       51.1553      0.4231   -106.7468    550.0000
2031-01-01T00:46:40      -553.4842    -6905.8033       45.8837    -1942.2320    -6650.1278       45.8837      0.3795   -106.2809    550.0000
2031-01-01T00:46:48      -493.2915    -6910.3968       40.6086    -1888.1099    -6665.7304       40.6086      0.3358   -105.8151    550.0000
2031-01-01T00:46:56      -433.0610    -6914.4616       35.3304    -1833.8619    -6680.8886       35.3304      0.2922   -105.3493    550.0000
2031-01-01T00:47:04      -372.7974    -6917.9974       30.0495    -1779.4917    -6695.6012       30.0495      0.2485   -104.8835    550.0000
2031-01-01T00:47:12      -312.5053    -6921.0040       24.7663    -1725.0028    -6709.8675       24.7663      0.2048   -104.4176    550.0000
2031-01-01T00:47:20      -252.1893    -6923.4811       19.4812    -1670.3990    -6723.6863       19.4812      0.1611   -103.9518    550.0000
2031-01-01T00:47:28      -191.8539    -6925.4285       14.1946    -1615.6838    -6737.0568       14.1946      0.1174   -103.4860    550.0000
2031-01-01T00:47:36      -131.5039    -6926.8461        8.9069    -1560.8609    -6749.9780        8.9069      0.0737   -103.0202    550.0000
2031-01-01T00:47:44       -71.1439    -6927.7338        3.6185    -1505.9339    -6762.4492        3.6185      0.0299   -102.5544    550.0000
2031-01-01T00:47:52       -10.7784    -6928.0914       -1.6702    -1450.9065    -6774.4695       -1.6702     -0.0138   -102.0886    550.0000
2031-01-01T00:48:00        49.5880    -6927.9190       -6.9587    -1395.7824    -6786.0381       -6.9587     -0.0575   -101.6228    550.0000
2031-01-01T00:48:08       109.9505    -6927.2166      -12.2467    -1340.5651    -6797.1542      -12.2467     -0.1013   -101.1569    550.0000
2031-01-01T00:48:16       170.3046    -6925.9843      -17.5338    -1285.2585    -6807.8170      -17.5338     -0.1450   -100.6911    550.0000
2031-01-01T00:48:24       230.6457    -6924.2221      -22.8195    -1229.8662    -6818.0260      -22.8195     -0.1887   -100.2253    550.0000
2031-01-01T00:48:32       290.9692    -6921.9301      -28.1035    -1174.3919    -6827.7803      -28.1035     -0.2324    -99.7595    550.0000
2031-01-01T00:48:40       351.2704    -6919.1086      -33.3853    -1118.8392    -6837.0793      -33.3853     -0.2761    -99.2937    550.0000
2031-01-01T00:48:48       411.5447    -6915.7578      -38.6645    -1063.2118    -6845.9225      -38.6645     -0.3198    -98.8278    550.0000
2031-01-01T00:48:56       471.7875    -6911.8778      -43.9408    -1007.5136    -6854.3092      -43.9408     -0.3634    -98.3620    550.0000
2031-01-01T00:49:04       531.9943    -6907.4691      -49.2137     -951.7481    -6862.2389      -49.2137     -0.4070    -97.8962    550.0000
2031-01-01T00:49:12       592.1603    -6902.5320      -54.4828     -895.9192    -6869.7111      -54.4828     -0.4506    -97.4303    550.0000
2031-01-01T00:49:20       652.2811    -6897.0667      -59.7478     -840.0304    -6876.7251      -59.7478     -0.4941    -96.9645    550.0000
2031-01-01T00:49:28       712.3519    -6891.0738      -65.0082     -784.0856    -6883.2807      -65.0082     -0.5376    -96.4986    550.0000
