utc	sat_x_km	sat_y_km	sat_z_km	sun_x_km	sun_y_km	sun_z_km	moon_x_km	moon_y_km	moon_z_km
2033-01-01 00:00:00	0	6928.1	0	26579123	-132747145	-57541267	30725.2	-350949.7	-119280.6
2033-01-01 00:09:17	-3949.13	5681.84	345.92	26595725	-132744334	-57540048	31311.3	-350886.5	-119234.2
2033-01-01 00:18:34	-6477.51	2391.42	567.06	26612327	-132741522	-57538829	31897.3	-350822.5	-119187.4
2033-01-01 00:27:51	-6675.52	-1759.36	583.64	26628928	-132738707	-57537609	32483.3	-350757.7	-119140.3
2033-01-01 00:37:08	-4471.92	-5277.18	389.7	26645529	-132735891	-57536388	33069.2	-350692	-119093
2033-01-01 00:46:25	-659.49	-6896.42	55.17	26662130	-132733074	-57535167	33655	-350625.5	-119045.4
2033-01-01 00:55:43	3390.2	-6034.53	-299.25	26678730	-132730254	-57533944	34240.7	-350558.1	-118997.4
2033-01-01 01:05:00	6220.22	-3001.6	-545.73	26695330	-132727433	-57532721	34826.3	-350489.9	-118949.2
2033-01-01 01:14:17	6812.44	1111.22	-595.35	26711930	-132724610	-57531498	35411.9	-350420.8	-118900.8
2033-01-01 01:23:34	4953.79	4824.26	-430.21	26728529	-132721785	-57530273	35997.4	-350350.9	-118852
2033-01-01 01:32:51	1312.95	6801.67	-109.89	26745128	-132718959	-57529048	36582.8	-350280.1	-118802.9
2033-01-01 01:42:08	-2800.24	6332.04	250.08	26761727	-132716131	-57527822	37168.1	-350208.5	-118753.6
2033-01-01 01:51:26	-5906.01	3584.33	519.83	26778325	-132713301	-57526595	37753.3	-350136	-118704
2033-01-01 02:00:43	-6887.01	-452.92	602.07	26794923	-132710469	-57525368	38338.4	-350062.7	-118654.1
2033-01-01 02:10:00	-5390.32	-4327.21	467.13	26811521	-132707636	-57524140	38923.5	-349988.6	-118603.9
2033-01-01 02:19:17	-1954.39	-6644.71	163.68	26828118	-132704801	-57522911	39508.4	-349913.6	-118553.4
2033-01-01 02:28:34	2184.66	-6571.63	-198.81	26844715	-132701964	-57521681	40093.3	-349837.8	-118502.6
2033-01-01 02:37:52	5537.75	-4134.28	-489.58	26861311	-132699125	-57520450	40678	-349761.1	-118451.5
2033-01-01 02:47:09	6898.56	-209.53	-603.75	26877907	-132696285	-57519219	41262.7	-349683.5	-118400.2
2033-01-01 02:56:26	5777.53	3790.6	-500.13	26894503	-132693443	-57517987	41847.2	-349605.2	-118348.6
2033-01-01 03:05:43	2577.95	6426.98	-216.1	26911099	-132690600	-57516754	42431.7	-349525.9	-118296.7
2033-01-01 03:15:00	-1549.08	6751.12	145.88	26927694	-132687754	-57515521	43016.1	-349445.9	-118244.5
2033-01-01 03:24:17	-5118.81	4646.41	455.24	26944288	-132684907	-57514287	43600.3	-349364.9	-118192
2033-01-01 03:33:35	-6846.98	870.06	600.39	26960883	-132682058	-57513052	44184.5	-349283.2	-118139.2
2033-01-01 03:42:52	-6111.86	-3219.31	528.96	26977477	-132679208	-57511816	44768.5	-349200.6	-118086.2
2033-01-01 03:52:09	-3177.92	-6150.47	266.72	26994071	-132676355	-57510580	45352.4	-349117.1	-118032.8
2033-01-01 04:01:26	899.32	-6868.87	-91.73	27010664	-132673501	-57509342	45936.3	-349032.8	-117979.2
2033-01-01 04:10:43	4653.02	-5116.05	-417.09	27027257	-132670645	-57508104	46520	-348947.7	-117925.3
2033-01-01 04:20:01	6732.73	-1522.63	-592	27043850	-132667788	-57506866	47103.6	-348861.7	-117871.1
2033-01-01 04:29:18	6390.26	2618.58	-553.35	27060442	-132664929	-57505626	47687.1	-348774.8	-117816.6
2033-01-01 04:38:35	3748.8	5817.71	-315.1	27077034	-132662068	-57504386	48270.5	-348687.1	-117761.9
2033-01-01 04:47:52	-241.34	6923.8	36.81	27093626	-132659205	-57503145	48853.7	-348598.6	-117706.8
2033-01-01 04:57:09	-4144.65	5538.91	375.45	27110217	-132656341	-57501903	49436.9	-348509.2	-117651.5
2033-01-01 05:06:26	-6556.87	2161.28	578.65	27126808	-132653474	-57500661	50019.9	-348419	-117595.9
2033-01-01 05:15:44	-6610.18	-1993.91	573.12	27143398	-132650607	-57499418	50602.8	-348328	-117540
2033-01-01 05:25:01	-4285.38	-5431.75	360.85	27159989	-132647737	-57498174	51185.6	-348236	-117483.8
2033-01-01 05:34:18	-418.86	-6915.4	18.41	27176578	-132644866	-57496929	51768.3	-348143.3	-117427.4
2033-01-01 05:43:35	3598.35	-5911.1	-330.67	27193168	-132641993	-57495684	52350.8	-348049.7	-117370.6
2033-01-01 05:52:52	6321.01	-2780.16	-560.47	27209757	-132639118	-57494437	52933.2	-347955.2	-117313.6
2033-01-01 06:02:09	6769.6	1351	-588.09	27226346	-132636241	-57493190	53515.5	-347859.9	-117256.3
2033-01-01 06:11:27	4782.74	4996.11	-403.58	27242934	-132633363	-57491943	54097.6	-347763.8	-117198.7
2033-01-01 06:20:44	1075.22	6843.76	-73.49	27259522	-132630483	-57490694	54679.7	-347666.8	-117140.8
2033-01-01 06:30:01	-3019.12	6229.23	283.12	27276110	-132627601	-57489445	55261.6	-347569	-117082.6
2033-01-01 06:39:18	-6027.3	3373.61	537.59	27292697	-132624718	-57488195	55843.3	-347470.3	-117024.2
2033-01-01 06:48:35	-6867.08	-695.74	598.15	27309284	-132621833	-57486945	56424.9	-347370.8	-116965.4
2033-01-01 06:57:53	-5236.33	-4514.77	442.93	27325871	-132618946	-57485693	57006.4	-347270.4	-116906.4
2033-01-01 07:07:10	-1721.75	-6709.53	127.94	27342457	-132616057	-57484441	57587.8	-347169.2	-116847.1
2033-01-01 07:16:27	2412.26	-6490.39	-233.2	27359043	-132613167	-57483188	58169	-347067.2	-116787.5
2033-01-01 07:25:44	5678.43	-3936.2	-510.22	27375629	-132610275	-57481934	58750	-346964.3	-116727.7
2033-01-01 07:35:01	6901.71	34.11	-603.19	27392214	-132607381	-57480680	59331	-346860.5	-116667.5
2033-01-01 07:44:18	5642.01	3992.15	-478.58	27408799	-132604486	-57479425	59911.7	-346756	-116607.1
2033-01-01 07:53:36	2352.52	6513.93	-181.33	27425384	-132601588	-57478169	60492.4	-346650.5	-116546.4
2033-01-01 08:02:53	-1783.32	6692.19	181.33	27441968	-132598689	-57476912	61072.9	-346544.3	-116485.4
2033-01-01 08:12:10	-5277.59	4462.8	478.58	27458552	-132595789	-57475655	61653.2	-346437.1	-116424.1
2033-01-01 08:21:27	-6873.18	627.82	603.19	27475135	-132592886	-57474397	62233.4	-346329.2	-116362.6
2033-01-01 08:30:44	-5996.05	-3433.02	510.22	27491718	-132589982	-57473138	62813.4	-346220.4	-116300.7
2033-01-01 08:40:02	-2961.76	-6258.77	233.2	27508301	-132587076	-57471878	63393.3	-346110.7	-116238.6
2033-01-01 08:49:19	1138.06	-6832.79	-127.94	27524883	-132584169	-57470618	63973.1	-346000.2	-116176.2
2033-01-01 08:58:36	4828.45	-4948.58	-442.93	27541465	-132581259	-57469357	64552.6	-345888.9	-116113.5
2033-01-01 09:07:53	6781.75	-1284.02	-598.15	27558047	-132578348	-57468095	65132.1	-345776.7	-116050.5
2033-01-01 09:17:10	6295.22	2842.49	-537.59	27574628	-132575436	-57466832	65711.3	-345663.7	-115987.3
2033-01-01 09:26:27	3543.9	5946.36	-283.12	27591209	-132572521	-57465569	66290.4	-345549.8	-115923.7
2033-01-01 09:35:45	-482.38	6910.9	73.49	27607790	-132569605	-57464305	66869.4	-345435.1	-115859.9
2033-01-01 09:45:02	-4335.13	5389.1	403.58	27624370	-132566687	-57463040	67448.2	-345319.6	-115795.8
2033-01-01 09:54:19	-6628.25	1928.46	588.09	27640950	-132563767	-57461774	68026.8	-345203.2	-115731.4
2033-01-01 10:03:36	-6536.78	-2225.97	560.47	27657529	-132560846	-57460508	68605.2	-345086	-115666.8
2033-01-01 10:12:53	-4093.61	-5579.57	330.67	27674108	-132557923	-57459241	69183.5	-344967.9	-115601.8
2033-01-01 10:22:11	-177.71	-6925.8	-18.41	27690687	-132554998	-57457973	69761.6	-344849	-115536.6
2033-01-01 10:31:28	3802.13	-5780.33	-360.85	27707266	-132552071	-57456704	70339.6	-344729.2	-115471.1
2033-01-01 10:40:45	6414.1	-2555.27	-573.12	27723844	-132549143	-57455435	70917.3	-344608.6	-115405.3
2033-01-01 10:50:02	6718.52	1589.1	-578.65	27740421	-132546213	-57454165	71494.9	-344487.1	-115339.3
2033-01-01 10:59:19	4605.86	5161.75	-375.45	27756999	-132543281	-57452894	72072.3	-344364.9	-115272.9
2033-01-01 11:08:36	836.18	6877.36	-36.81	27773576	-132540348	-57451622	72649.6	-344241.7	-115206.3
2033-01-01 11:17:54	-3234.33	6118.69	315.1	27790152	-132537413	-57450350	73226.7	-344117.8	-115139.4
2033-01-01 11:27:11	-6141.25	3158.71	553.35	27806729	-132534476	-57449077	73803.6	-343992.9	-115072.2
2033-01-01 11:36:28	-6838.78	-937.69	592	27823305	-132531537	-57447803	74380.3	-343867.3	-115004.8
2033-01-01 11:45:45	-5075.96	-4696.72	417.09	27839880	-132528597	-57446528	74956.8	-343740.8	-114937
2033-01-01 11:55:02	-1487	-6766.02	91.73	27856455	-132525654	-57445253	75533.1	-343613.5	-114869
2033-01-01 12:04:19	2636.93	-6401.1	-266.72	27873030	-132522711	-57443977	76109.3	-343485.3	-114800.7
2033-01-01 12:13:37	5812.2	-3733.25	-528.96	27889604	-132519765	-57442700	76685.3	-343356.3	-114732.1
2033-01-01 12:22:54	6896.45	277.7	-600.39	27906179	-132516818	-57441423	77261.1	-343226.4	-114663.2
2033-01-01 12:32:11	5499.61	4188.75	-455.24	27922752	-132513869	-57440144	77836.7	-343095.7	-114594.1
2033-01-01 12:41:28	2124.22	6592.8	-145.88	27939326	-132510918	-57438865	78412.1	-342964.2	-114524.7
2033-01-01 12:50:45	-2015.4	6624.96	216.1	27955899	-132507965	-57437585	78987.3	-342831.8	-114455
2033-01-01 13:00:03	-5429.95	4273.65	500.13	27972471	-132505011	-57436305	79562.3	-342698.6	-114385
2033-01-01 13:09:20	-6891.01	384.81	603.75	27989044	-132502055	-57435023	80137.1	-342564.5	-114314.7
2033-01-01 13:18:37	-5872.93	-3642.46	489.58	28005615	-132499098	-57433741	80711.8	-342429.6	-114244.2
2033-01-01 13:27:54	-2741.99	-6359.29	198.81	28022187	-132496138	-57432459	81286.2	-342293.9	-114173.4
2033-01-01 13:37:11	1375.42	-6788.23	-163.68	28038758	-132493177	-57431175	81860.4	-342157.3	-114102.3
2033-01-01 13:46:28	4998.01	-4774.96	-467.13	28055329	-132490214	-57429891	82434.5	-342019.9	-114030.9
2033-01-01 13:55:46	6822.5	-1043.81	-602.07	28071899	-132487250	-57428606	83008.3	-341881.7	-113959.2
2033-01-01 14:05:03	6192.51	3062.87	-519.83	28088469	-132484284	-57427320	83581.9	-341742.6	-113887.3
2033-01-01 14:14:20	3334.68	6067.61	-250.08	28105039	-132481316	-57426033	84155.4	-341602.6	-113815.1
2033-01-01 14:23:37	-722.85	6889.41	109.89	28121608	-132478346	-57424746	84728.6	-341461.9	-113742.6
2033-01-01 14:32:54	-4520.33	5232.6	430.21	28138177	-132475374	-57423458	85301.6	-341320.3	-113669.9
2033-01-01 14:42:12	-6691.56	1693.26	595.35	28154746	-132472401	-57422169	85874.4	-341177.8	-113596.8
2033-01-01 14:51:29	-6455.42	-2455.26	545.73	28171314	-132469426	-57420880	86447	-341034.6	-113523.5
2033-01-01 15:00:46	-3896.85	-5720.45	299.25	28187882	-132466450	-57419589	87019.3	-340890.4	-113449.9
2033-01-01 15:10:03	63.66	-6927.59	-55.17	28204450	-132463471	-57418298	87591.5	-340745.5	-113376
2033-01-01 15:19:20	4001.28	-5642.38	-389.7	28221017	-132460491	-57417007	88163.4	-340599.7	-113301.9
2033-01-01 15:28:37	6499.38	-2327.22	-583.64	28237584	-132457510	-57415714	88735.2	-340453.1	-113227.4
2033-01-01 15:37:55	6659.25	1825.21	-567.06	28254150	-132454526	-57414421	89306.7	-340305.6	-113152.7
2033-01-01 15:47:12	4423.36	5320.97	-345.92	28270716	-132451541	-57413127	89878	-340157.3	-113077.8
2033-01-01 15:56:29	596.11	6902.41	0	28287282	-132448554	-57411832	90449	-340008.2	-113002.5
2033-01-01 16:05:46	-3445.61	6000.56	345.92	28303847	-132445565	-57410537	91019.9	-339858.2	-112927
2033-01-01 16:15:03	-6247.73	2939.89	567.06	28320412	-132442575	-57409240	91590.5	-339707.4	-112851.1
2033-01-01 16:24:21	-6802.14	-1178.46	583.64	28336976	-132439583	-57407943	92160.9	-339555.8	-112775.1
2033-01-01 16:33:38	-4909.4	-4872.83	389.7	28353541	-132436589	-57406646	92731.1	-339403.3	-112698.7
2033-01-01 16:42:55	-1250.43	-6814.1	55.17	28370104	-132433593	-57405347	93301	-339250	-112622.1
2033-01-01 16:52:12	2858.4	-6303.85	-299.25	28386668	-132430596	-57404048	93870.7	-339095.8	-112545.1
2033-01-01 17:01:29	5938.89	-3525.67	-545.73	28403231	-132427597	-57402748	94440.2	-338940.9	-112468
2033-01-01 17:10:46	6882.79	520.94	-595.35	28419794	-132424596	-57401447	95009.4	-338785.1	-112390.5
2033-01-01 17:20:04	5350.51	4380.13	-430.21	28436356	-132421594	-57400146	95578.4	-338628.4	-112312.7
2033-01-01 17:29:21	1893.31	6663.47	-109.89	28452918	-132418589	-57398844	96147.2	-338470.9	-112234.7
2033-01-01 17:38:38	-2245.03	6549.49	250.08	28469480	-132415583	-57397541	96715.8	-338312.6	-112156.4
2033-01-01 17:47:55	-5575.7	4079.2	519.83	28486041	-132412576	-57396237	97284.1	-338153.5	-112077.9
2033-01-01 17:57:12	-6900.44	141.34	602.07	28502602	-132409566	-57394932	97852.1	-337993.5	-111999
2033-01-01 18:06:29	-5742.66	-3847.37	467.13	28519162	-132406555	-57393627	98419.9	-337832.7	-111919.9
2033-01-01 18:15:47	-2518.87	-6451.9	163.68	28535722	-132403542	-57392321	98987.5	-337671	-111840.5
2033-01-01 18:25:04	1611.12	-6735.23	-198.81	28552282	-132400528	-57391015	99554.8	-337508.6	-111760.9
2033-01-01 18:34:21	5161.49	-4595.42	-489.58	28568841	-132397512	-57389707	100121.9	-337345.3	-111680.9
2033-01-01 18:43:38	6854.95	-802.32	-603.75	28585400	-132394494	-57388399	100688.7	-337181.1	-111600.7
2033-01-01 18:52:55	6082.25	3279.43	-500.13	28601959	-132391474	-57387090	101255.3	-337016.2	-111520.2
2033-01-01 19:02:13	3121.38	6181.33	-216.1	28618517	-132388452	-57385780	101821.7	-336850.4	-111439.5
2033-01-01 19:11:30	-962.45	6859.37	145.88	28635075	-132385429	-57384470	102387.7	-336683.7	-111358.4
2033-01-01 19:20:47	-4700.03	5069.62	455.24	28651633	-132382404	-57383159	102953.6	-336516.3	-111277.1
2033-01-01 19:30:04	-6746.72	1455.97	600.39	28668190	-132379378	-57381847	103519.1	-336348	-111195.6
2033-01-01 19:39:21	-6366.19	-2681.49	528.96	28684746	-132376349	-57380534	104084.5	-336178.9	-111113.7
2033-01-01 19:48:38	-3695.33	-5854.22	266.72	28701303	-132373319	-57379221	104649.5	-336008.9	-111031.6
2033-01-01 19:57:56	304.97	-6920.78	-91.73	28717859	-132370287	-57377907	105214.3	-335838.1	-110949.2
2033-01-01 20:07:13	4195.57	-5497.44	-417.09	28734414	-132367254	-57376592	105778.9	-335666.5	-110866.5
2033-01-01 20:16:30	6576.75	-2096.29	-592	28750970	-132364219	-57375276	106343.1	-335494.1	-110783.6
2033-01-01 20:25:47	6591.87	2059.04	-553.35	28767525	-132361182	-57373960	106907.2	-335320.8	-110700.4
2033-01-01 20:35:04	4235.47	5473.58	-315.1	28784079	-132358143	-57372643	107470.9	-335146.7	-110616.9
2033-01-01 20:44:22	355.3	6918.89	36.81	28800633	-132355103	-57371325	108034.4	-334971.8	-110533.1
2033-01-01 20:53:39	-3652.7	5874.98	375.45	28817187	-132352061	-57370006	108597.6	-334796.1	-110449.1
2033-01-01 21:02:56	-6346.6	2717.43	578.65	28833740	-132349017	-57368687	109160.5	-334619.5	-110364.8
2033-01-01 21:12:13	-6757.22	-1417.76	573.12	28850293	-132345971	-57367367	109723.2	-334442.1	-110280.2
2033-01-01 21:21:30	-4736.85	-5042.88	360.85	28866846	-132342924	-57366046	110285.6	-334263.9	-110195.4
2033-01-01 21:30:47	-1012.32	-6853.72	18.41	28883398	-132339875	-57364724	110847.8	-334084.8	-110110.2
2033-01-01 21:40:05	3076.4	-6198.79	-330.67	28899950	-132336824	-57363402	111409.6	-333904.9	-110024.9
2033-01-01 21:49:22	6058.36	-3313.72	-560.47	28916501	-132333772	-57362079	111971.2	-333724.2	-109939.2
2033-01-01 21:58:39	6860.74	763.52	-588.09	28933053	-132330717	-57360755	112532.5	-333542.7	-109853.3
2033-01-01 22:07:56	5194.88	4566.06	-403.58	28949603	-132327661	-57359430	113093.5	-333360.3	-109767.1
2033-01-01 22:17:13	1660.09	6725.87	-73.49	28966154	-132324604	-57358105	113654.2	-333177.2	-109680.6
2033-01-01 22:26:31	-2471.95	6465.9	283.12	28982704	-132321544	-57356779	114214.7	-332993.2	-109593.9
2033-01-01 22:35:48	-5714.67	3879.7	537.59	28999253	-132318483	-57355452	114774.9	-332808.3	-109506.9
2033-01-01 22:45:05	-6901.47	-102.3	598.15	29015802	-132315420	-57354124	115334.7	-332622.7	-109419.6
2033-01-01 22:54:22	-5605.38	-4047.49	442.93	29032351	-132312356	-57352796	115894.3	-332436.2	-109332
2033-01-01 23:03:39	-2292.67	-6536.5	127.94	29048900	-132309290	-57351467	116453.7	-332248.9	-109244.2
2033-01-01 23:12:56	1844.86	-6673.88	-233.2	29065448	-132306222	-57350137	117012.7	-332060.8	-109156.1
2033-01-01 23:22:14	5318.69	-4410.19	-510.22	29081995	-132303152	-57348807	117571.4	-331871.8	-109067.8
2033-01-01 23:31:31	6879.05	-559.85	-603.19	29098543	-132300081	-57347475	118129.8	-331682.1	-108979.2
2033-01-01 23:40:48	5964.58	3491.9	-478.58	29115090	-132297007	-57346143	118688	-331491.5	-108890.3
2033-01-01 23:50:05	2904.27	6287.36	-181.33	29131636	-132293933	-57344810	119245.8	-331300.1	-108801.1
2033-01-01 23:59:22	-1200.89	6820.82	181.33	29148182	-132290856	-57343477	119803.4	-331107.9	-108711.7
2033-01-02 00:08:39	-4874.03	4900.35	478.58	29164728	-132287778	-57342143	120360.6	-330914.8	-108622
2033-01-02 00:17:57	-6793.67	1216.88	603.19	29181274	-132284698	-57340808	120917.6	-330721	-108532
2033-01-02 00:27:14	-6269.2	-2904.38	510.22	29197819	-132281616	-57339472	121474.2	-330526.3	-108441.8
2033-01-02 00:36:31	-3489.3	-5980.72	233.2	29214363	-132278532	-57338135	122030.6	-330330.8	-108351.3
2033-01-02 00:45:48	545.93	-6905.37	-127.94	29230908	-132275447	-57336798	122586.6	-330134.4	-108260.5
2033-01-02 00:55:05	4384.76	-5345.68	-442.93	29247452	-132272360	-57335460	123142.4	-329937.3	-108169.5
2033-01-02 01:04:23	6646.12	-1862.77	-598.15	29263995	-132269272	-57334121	123697.8	-329739.3	-108078.2
2033-01-02 01:13:40	6516.45	2290.3	-537.59	29280538	-132266181	-57332782	124252.9	-329540.5	-107986.6
2033-01-02 01:22:57	4042.4	5619.38	-283.12	29297081	-132263089	-57331441	124807.7	-329340.9	-107894.8
2033-01-02 01:32:14	114.04	6926.77	73.49	29313623	-132259995	-57330100	125362.2	-329140.5	-107802.7
2033-01-02 01:41:31	-3855.36	5742.12	403.58	29330165	-132256900	-57328759	125916.4	-328939.3	-107710.3
2033-01-02 01:50:48	-6437.74	2491.62	588.09	29346707	-132253803	-57327416	126470.3	-328737.3	-107617.7
2033-01-02 02:00:06	-6704.07	-1655.28	560.47	29363248	-132250704	-57326073	127023.8	-328534.4	-107524.8
2033-01-02 02:09:23	-4558.51	-5206.65	330.67	29379789	-132247603	-57324729	127577.1	-328330.7	-107431.6
2033-01-02 02:18:40	-772.96	-6884.82	-18.41	29396329	-132244500	-57323384	128130	-328126.2	-107338.2
2033-01-02 02:27:57	3290.67	-6086.04	-360.85	29412869	-132241396	-57322039	128682.6	-327920.9	-107244.5
2033-01-02 02:37:14	6170.45	-3097.68	-573.12	29429409	-132238290	-57320693	129234.9	-327714.8	-107150.6
2033-01-02 02:46:32	6830.33	1005.12	-578.65	29445948	-132235183	-57319346	129786.8	-327507.8	-107056.3
2033-01-02 02:55:49	5032.91	4746.31	-375.45	29462487	-132232074	-57317998	130338.5	-327300.1	-106961.8
2033-01-02 03:05:06	1424.82	6779.9	-36.81	29479026	-132228963	-57316649	130889.8	-327091.5	-106867.1
2033-01-02 03:14:23	-2695.87	6374.29	315.1	29495564	-132225850	-57315300	131440.8	-326882.2	-106772.1
2033-01-02 03:23:40	-5846.69	3675.4	553.35	29512102	-132222735	-57313950	131991.4	-326672	-106676.8
2033-01-02 03:32:57	-6894.09	-345.78	592	29528639	-132219619	-57312600	132541.7	-326461	-106581.2
2033-01-02 03:42:15	-5461.25	-4242.56	417.09	29545176	-132216501	-57311248	133091.7	-326249.1	-106485.4
2033-01-02 03:51:32	-2063.65	-6612.98	91.73	29561712	-132213382	-57309896	133641.4	-326036.5	-106389.4
2033-01-02 04:00:49	2076.39	-6604.24	-266.72	29578249	-132210260	-57308543	134190.7	-325823.1	-106293
2033-01-02 04:10:06	5469.42	-4219.5	-528.96	29594784	-132207137	-57307189	134739.7	-325608.8	-106196.4
2033-01-02 04:19:23	6894.77	-316.71	-600.39	29611320	-132204012	-57305835	135288.3	-325393.8	-106099.6
2033-01-02 04:28:40	5839.63	3700.01	-455.24	29627855	-132200886	-57304480	135836.6	-325177.9	-106002.4
2033-01-02 04:37:58	2683.6	6385.58	-145.88	29644390	-132197758	-57303124	136384.6	-324961.3	-105905.1
2033-01-02 04:47:15	-1437.9	6773.8	216.1	29660924	-132194628	-57301767	136932.2	-324743.8	-105807.4
2033-01-02 04:56:32	-5042.1	4725.01	500.13	29677458	-132191496	-57300410	137479.5	-324525.5	-105709.5
2033-01-02 05:05:49	-6832.34	976.31	603.75	29693991	-132188362	-57299052	138026.4	-324306.4	-105611.3
2033-01-02 05:15:06	-6164.56	-3123.63	489.58	29710524	-132185227	-57297693	138573	-324086.5	-105512.9
2033-01-02 05:24:24	-3278.99	-6099.78	198.81	29727057	-132182090	-57296333	139119.3	-323865.8	-105414.2
2033-01-02 05:33:41	786.24	-6881.4	-163.68	29743589	-132178952	-57294973	139665.2	-323644.2	-105315.2
2033-01-02 05:42:58	4568.63	-5187.29	-467.13	29760121	-132175812	-57293612	140210.7	-323421.9	-105216
2033-01-02 05:52:15	6707.39	-1626.96	-602.07	29776653	-132172670	-57292250	140755.9	-323198.8	-105116.6
2033-01-02 06:01:32	6433.08	2518.69	-519.83	29793184	-132169526	-57290887	141300.8	-322974.9	-105016.8
2033-01-02 06:10:49	3844.38	5758.19	-250.08	29809715	-132166380	-57289524	141845.3	-322750.1	-104916.8
2033-01-02 06:20:07	-127.39	6926.06	109.89	29826245	-132163233	-57288160	142389.4	-322524.6	-104816.6
2033-01-02 06:29:24	-4053.34	5602.14	430.21	29842775	-132160084	-57286795	142933.2	-322298.2	-104716
2033-01-02 06:38:41	-6521.05	2262.74	595.35	29859305	-132156934	-57285429	143476.6	-322071.1	-104615.3
2033-01-02 06:47:58	-6642.74	-1890.72	545.73	29875834	-132153781	-57284063	144019.6	-321843.1	-104514.2
2033-01-02 06:57:15	-4374.6	-5363.94	299.25	29892363	-132150627	-57282696	144562.3	-321614.4	-104412.9
2033-01-02 07:06:33	-532.64	-6907.37	-55.17	29908891	-132147472	-57281328	145104.7	-321384.8	-104311.4
2033-01-02 07:15:50	3500.96	-5965.74	-389.7	29925419	-132144314	-57279960	145646.6	-321154.4	-104209.6
2033-01-02 07:25:07	6275.04	-2877.81	-583.64	29941947	-132141155	-57278590	146188.2	-320923.3	-104107.5
2033-01-02 07:34:24	6791.6	1245.46	-567.06	29958474	-132137994	-57277220	146729.5	-320691.3	-104005.2
2033-01-02 07:43:41	4864.79	4920.64	-345.92	29975001	-132134831	-57275849	147270.3	-320458.6	-103902.6
2033-01-02 07:52:58	1187.8	6825.52	0	29991527	-132131667	-57274478	147810.8	-320225	-103799.7
2033-01-02 08:02:16	-2916.53	6274.77	345.92	30008053	-132128501	-57273106	148350.9	-319990.6	-103696.6
2033-01-02 08:11:33	-5971.6	3466.56	567.06	30024579	-132125333	-57271733	148890.7	-319755.5	-103593.3
2033-01-02 08:20:50	-6878.32	-588.82	583.64	30041104	-132122163	-57270359	149430.1	-319519.5	-103489.6
2033-01-02 08:30:07	-5310.46	-4432.35	389.7	30057629	-132118992	-57268984	149969.1	-319282.8	-103385.8
2033-01-02 08:39:24	-1832.1	-6681.24	55.17	30074154	-132115819	-57267609	150507.7	-319045.2	-103281.6
2033-01-02 08:48:42	2305.4	-6526.42	-299.25	30090678	-132112645	-57266233	151045.9	-318806.9	-103177.2
2033-01-02 08:57:59	5613.51	-4023.59	-545.73	30107201	-132109468	-57264856	151583.8	-318567.7	-103072.6
2033-01-02 09:07:16	6902.08	-73.2	-595.35	30123725	-132106290	-57263479	152121.3	-318327.8	-102967.7
2033-01-02 09:16:33	5707.54	3903.51	-430.21	30140248	-132103110	-57262101	152658.4	-318087.1	-102862.5
2033-01-02 09:25:50	2459.63	6475.86	-109.89	30156770	-132099929	-57260722	153195.1	-317845.5	-102757.1
2033-01-02 09:35:07	-1673.17	6718.37	250.08	30173292	-132096745	-57259342	153731.4	-317603.2	-102651.5
2033-01-02 09:44:25	-5204.04	4543.82	519.83	30189814	-132093560	-57257961	154267.4	-317360.1	-102545.5
2033-01-02 09:53:42	-6862.69	734.54	602.07	30206335	-132090373	-57256580	154802.9	-317116.2	-102439.4
2033-01-02 10:02:59	-6052.4	-3338.99	467.13	30222856	-132087185	-57255198	155338.1	-316871.5	-102332.9
2033-01-02 10:12:16	-3064.67	-6211.25	163.68	30239377	-132083995	-57253815	155872.9	-316626	-102226.2
2033-01-02 10:21:33	1025.62	-6848.88	-198.81	30255897	-132080803	-57252432	156407.2	-316379.7	-102119.3
2033-01-02 10:30:50	4746.94	-5022.49	-489.58	30272417	-132077609	-57251048	156941.2	-316132.7	-102012.1
2033-01-02 10:40:08	6760.49	-1389.16	-603.75	30288936	-132074414	-57249663	157474.8	-315884.8	-101904.7
2033-01-02 10:49:25	6341.87	2743.93	-500.13	30305455	-132071217	-57248277	158008	-315636.1	-101797
2033-01-02 10:58:42	3641.66	5889.83	-216.1	30321974	-132068018	-57246891	158540.8	-315386.7	-101689
2033-01-02 11:07:59	-368.68	6916.74	145.88	30338492	-132064818	-57245504	159073.2	-315136.5	-101580.8
2033-01-02 11:17:16	-4246.4	5455.22	455.24	30355010	-132061616	-57244116	159605.2	-314885.4	-101472.3
2033-01-02 11:26:34	-6596.43	2031.07	600.39	30371527	-132058412	-57242727	160136.8	-314633.6	-101363.6
2033-01-02 11:35:51	-6573.3	-2123.79	528.96	30388044	-132055206	-57241338	160668	-314381	-101254.7
2033-01-02 11:45:08	-4185.34	-5514.56	266.72	30404560	-132051999	-57239947	161198.8	-314127.6	-101145.4
2033-01-02 11:54:25	-291.64	-6921.35	-91.73	30421077	-132048790	-57238557	161729.1	-313873.5	-101036
2033-01-02 12:03:42	3706.99	-5838.05	-417.09	30437592	-132045579	-57237165	162259.1	-313618.5	-100926.2
2033-01-02 12:12:59	6371.99	-2654.39	-592	30454108	-132042366	-57235773	162788.7	-313362.8	-100816.3
2033-01-02 12:22:17	6744.59	1484.22	-553.35	30470623	-132039152	-57234379	163317.8	-313106.3	-100706.1
2033-01-02 12:31:34	4690.72	5088.85	-315.1	30487137	-132035936	-57232986	163846.5	-312849	-100595.6
